line,temperature,pressure,power_consumption,yield_rate,defect_count,thickness,cycle_time
D,375.2,1.76,420.6,74.57,41,297.2,45.5
B,396.0,2.39,168.6,75.54,29,325.7,74.7
B,331.2,2.26,920.9,85.16,80,299.9,32.1
B,361.3,2.86,185.5,81.56,42,311.3,45.1
B,346.3,2.11,876.6,84.33,56,303.0,43.1
B,298.4,2.49,790.2,94.66,109,298.5,49.4
A,386.6,1.99,394.8,80.14,32,327.8,41.1
D,351.1,2.98,896.3,86.28,50,298.7,45.2
B,334.4,2.13,401.6,76.18,54,301.9,33.7
B,304.3,2.96,649.6,85.05,103,311.2,30.3
A,365.6,2.52,929.2,84.45,40,323.4,36.2
A,354.6,2.14,420.5,92.64,44,302.3,50.3
A,368.2,2.74,302.6,75.81,40,313.0,33.4
C,366.7,2.8,1056.2,81.49,42,315.7,35.4
A,325.6,3.18,328.1,88.29,73,293.9,37.3
D,247.4,2.72,134.3,79.9,0,279.7,107.7
A,346.7,2.76,1133.6,85.35,52,293.9,55.8
A,344.7,2.84,184.9,79.18,53,287.0,37.7
A,354.9,1.15,2127.2,84.59,45,303.5,31.5
A,395.5,2.65,153.1,80.98,33,327.8,83.2
C,348.5,2.9,790.5,79.85,55,300.1,33.8
D,370.8,2.59,235.6,82.3,42,318.7,68.9
C,361.3,2.3,686.3,92.31,40,309.3,46.1
A,308.5,2.22,415.0,89.2,85,302.2,41.4
A,311.3,2.48,346.9,89.95,99,282.2,39.6
B,384.6,2.45,653.0,83.52,39,312.4,51.7
D,323.6,2.58,435.4,77.14,63,294.4,55.2
A,361.1,2.5,938.3,74.93,44,302.1,34.2
C,319.3,2.75,234.9,70.0,66,301.9,32.6
B,372.4,1.98,204.3,90.18,39,312.3,32.5
A,357.4,2.82,321.1,86.78,45,312.4,53.9
B,341.1,3.01,324.4,83.56,56,302.7,37.7
A,370.0,1.83,999.0,91.4,45,317.7,35.1
C,357.8,2.33,1506.4,77.17,46,311.6,45.4
A,328.3,2.84,663.0,93.62,58,293.8,47.9
C,350.4,2.67,455.0,79.19,50,313.6,46.3
A,370.1,2.04,522.5,88.75,43,313.3,31.2
D,383.2,2.74,296.8,60.7,41,315.8,39.2
A,346.1,1.75,799.9,88.53,57,307.3,43.2
D,403.6,2.7,904.4,83.85,30,322.6,36.9
D,327.7,3.04,167.0,76.53,63,305.7,76.6
D,303.3,2.49,311.1,92.34,87,298.7,57.2
B,307.7,2.82,269.4,78.52,83,299.0,64.6
C,349.7,2.63,1066.0,66.79,45,293.2,32.8
B,350.4,2.2,1111.7,75.56,51,314.9,72.9
A,353.8,2.27,1021.7,76.37,50,290.4,68.8
B,330.0,2.38,1075.1,93.47,59,301.0,33.8
A,416.8,2.4,1001.3,78.88,30,325.1,44.4
D,395.3,2.97,393.6,81.89,38,336.4,65.0
A,315.7,3.1,641.0,79.22,76,291.0,36.0
B,346.9,2.85,149.4,79.13,48,314.7,38.3
C,351.5,3.09,461.3,85.96,51,321.0,30.2
B,370.6,2.61,784.1,73.09,39,320.7,34.1
C,304.3,1.43,257.4,84.82,92,284.2,49.6
A,298.6,2.5,309.3,71.73,102,287.6,46.9
B,313.4,2.19,770.1,95.33,72,304.2,49.5
A,395.1,2.77,212.2,92.02,33,317.4,35.0
D,330.4,2.44,198.6,75.19,65,289.9,59.0
C,374.3,2.63,240.0,74.77,40,300.1,62.4
D,367.7,2.52,329.7,76.24,42,312.4,31.9
A,344.6,2.28,1257.8,94.04,58,305.4,42.9
A,374.8,2.16,713.5,90.23,34,315.5,117.0
A,313.2,2.3,945.1,77.19,69,293.3,38.4
A,335.9,2.68,1158.0,81.65,53,298.2,30.0
A,283.5,3.05,343.4,81.34,139,277.6,31.3
C,352.9,2.68,940.8,93.81,47,296.4,36.5
A,326.2,3.52,269.9,93.91,60,308.2,47.2
B,415.7,2.75,1809.8,88.42,30,335.5,37.0
D,351.8,2.59,487.2,83.83,46,297.6,112.5
C,374.6,2.96,1021.0,86.93,38,309.9,41.0
B,369.6,1.93,957.3,91.33,39,318.0,53.9
B,347.7,2.24,1474.8,94.09,50,305.8,51.7
B,379.8,2.75,541.7,93.83,34,302.7,39.3
A,351.0,2.21,1043.7,90.92,48,318.5,68.9
C,364.3,3.07,1695.1,93.98,46,327.3,44.3
B,420.7,2.3,284.3,61.73,27,322.4,54.6
D,355.8,2.83,140.8,84.11,42,315.3,36.3
C,334.2,2.54,191.7,71.14,70,310.3,31.0
C,328.8,3.28,314.2,90.36,64,303.7,95.9
B,347.5,2.8,297.5,84.41,54,297.9,40.4
A,353.5,2.74,151.6,73.1,51,300.5,57.2
C,351.8,2.36,1208.0,86.87,46,306.8,41.4
B,302.5,2.27,560.5,81.11,86,286.3,30.9
A,282.1,2.53,1053.2,94.59,154,273.7,32.9
A,320.9,2.72,116.8,89.01,69,308.5,36.6
A,351.8,2.64,328.9,76.54,52,301.6,127.9
C,351.9,1.92,358.3,84.98,47,298.1,45.4
A,363.6,2.37,318.3,87.23,45,319.7,35.7
B,360.9,2.63,1167.6,76.6,41,320.8,70.4
B,335.0,2.12,428.9,91.27,57,296.3,51.3
B,319.4,2.66,402.9,68.63,72,296.3,90.6
D,365.6,2.32,2371.5,89.23,41,308.8,36.6
D,356.8,2.74,280.3,76.23,44,315.8,43.2
B,317.2,2.41,258.0,76.99,70,289.9,42.3
A,368.7,2.52,258.3,94.61,43,320.2,54.0
B,378.7,2.57,122.1,65.0,40,309.5,35.2
C,373.7,2.71,902.1,94.8,41,313.6,43.6
B,378.9,2.84,292.1,95.65,35,312.9,44.0
C,327.5,2.03,3260.0,84.58,72,295.4,41.8
A,375.6,2.49,135.3,86.35,39,314.6,46.6
C,345.3,2.56,513.0,93.79,56,300.2,80.8
A,411.3,3.75,632.9,92.66,35,319.3,81.9
C,376.8,2.86,621.2,95.01,39,323.4,34.5
B,362.9,2.55,267.5,73.32,40,317.3,31.0
C,401.5,2.01,501.3,90.11,33,326.1,70.9
A,334.8,2.43,1119.1,84.87,53,295.9,34.4
B,366.5,3.42,132.4,81.77,46,309.0,72.1
C,417.1,1.9,321.2,91.27,30,322.0,45.2
A,374.4,2.42,475.6,90.18,40,312.7,40.8
C,354.5,3.03,740.4,88.83,48,312.4,57.2
C,341.9,3.39,243.8,70.02,56,307.0,51.9
B,321.0,2.42,936.8,96.01,66,290.1,38.5
B,341.3,2.75,617.8,86.14,47,307.2,65.4
B,325.4,2.89,150.2,94.03,65,291.1,37.8
B,343.1,2.78,636.5,87.68,55,306.1,50.2
B,346.7,2.63,685.0,87.06,50,305.7,65.9
C,379.7,3.06,676.5,90.71,38,305.5,59.4
B,337.7,2.98,571.8,82.39,58,297.1,66.1
A,332.1,2.7,811.3,78.47,61,309.6,68.6
A,376.6,3.2,356.5,91.29,41,319.8,42.2
A,370.9,2.58,220.0,88.95,46,313.5,50.2
B,342.7,2.59,1203.9,75.53,55,292.7,49.0
C,368.0,2.42,489.9,88.77,40,316.2,37.8
C,342.1,1.56,228.6,85.18,52,304.2,47.3
A,343.6,2.6,404.1,85.47,50,292.1,48.8
D,396.6,2.58,1068.8,91.0,35,308.1,69.3
B,345.9,2.04,192.2,67.15,51,300.6,42.3
D,337.8,2.23,957.3,87.88,61,310.3,44.1
C,350.5,2.91,170.4,76.85,45,303.1,42.2
C,291.0,1.97,780.7,88.85,141,277.9,30.4
A,345.0,2.49,1243.8,87.44,51,302.8,56.8
A,357.6,2.85,502.7,90.82,42,299.4,50.0
A,409.4,2.06,115.5,72.58,30,326.8,38.2
C,352.8,2.54,279.3,86.48,51,308.0,35.9
B,363.1,2.66,162.9,75.05,43,311.9,31.9
C,360.4,2.85,876.9,84.06,48,299.4,63.2
B,418.1,2.62,792.3,75.24,33,329.0,72.4
D,380.1,2.69,155.1,66.89,36,299.0,34.8
A,306.5,2.31,167.4,90.34,75,294.3,47.6
A,386.9,2.67,169.8,59.59,38,326.0,38.8
B,321.7,2.82,314.5,77.61,71,309.1,46.1
B,330.4,1.95,187.4,75.3,66,310.0,64.9
B,311.0,2.69,418.3,66.15,87,289.4,78.6
C,404.7,3.6,115.2,66.55,29,323.3,73.9
A,385.6,2.29,792.9,91.2,36,322.6,30.0
B,386.9,2.57,460.1,73.91,36,312.5,30.2
D,381.1,2.2,799.6,92.95,37,311.2,42.3
A,370.7,3.0,424.3,90.49,39,317.2,38.5
D,340.4,2.7,133.8,72.64,50,311.9,51.9
D,356.2,2.47,231.5,93.98,41,308.2,39.1
A,334.5,2.82,136.8,55.63,54,306.0,47.8
A,324.5,2.88,180.4,85.68,69,302.6,35.9
B,330.8,2.03,598.8,73.23,59,299.1,51.6
C,420.6,2.68,783.2,72.1,29,331.7,84.2
B,338.5,2.64,146.6,79.12,47,306.8,60.1
C,380.0,2.5,113.0,87.74,37,311.5,54.5
C,412.3,2.5,748.1,84.3,34,324.7,75.5
A,373.4,2.82,237.7,74.18,42,315.3,33.8
D,326.4,1.93,1279.0,83.79,65,294.6,31.1
C,327.9,2.3,292.4,60.03,66,298.5,53.5
B,353.6,2.55,304.4,86.71,49,292.6,37.8
D,417.7,2.29,144.9,97.38,27,324.2,39.8
C,392.7,2.47,1056.7,85.85,37,315.7,47.7
A,366.1,2.37,670.0,84.09,41,318.2,45.7
B,343.9,2.92,314.5,91.96,49,299.1,45.9
B,361.4,2.5,980.1,93.26,50,317.2,36.6
A,355.7,3.19,1090.9,78.6,52,291.1,39.4
D,355.5,2.5,520.1,68.37,37,311.3,32.3
A,323.7,2.94,134.3,82.97,68,298.5,260.3
C,323.2,2.73,581.6,72.67,70,299.0,30.1
B,359.9,3.08,933.3,79.47,44,299.2,34.1
A,315.2,2.37,846.0,79.87,68,303.0,39.3
D,331.2,2.59,748.8,87.59,64,294.3,37.6
D,350.9,1.98,368.5,73.81,44,306.2,35.4
B,359.9,1.93,235.0,89.47,45,309.8,77.1
A,383.5,2.85,322.4,90.97,31,328.4,37.3
A,312.4,2.21,1100.9,91.21,80,293.9,40.9
B,312.5,2.9,250.5,85.68,74,298.7,35.0
A,389.2,2.49,448.7,70.77,34,321.8,33.4
B,400.3,2.86,458.6,81.59,28,307.3,40.6
D,318.7,2.82,151.3,68.14,70,314.8,50.0
B,324.6,1.53,426.0,92.48,64,298.2,31.5
D,366.4,2.39,693.9,64.98,41,317.6,89.0
C,351.5,2.08,1053.3,85.91,52,305.4,55.9
B,351.7,1.25,154.2,50.09,48,306.2,47.1
D,326.6,2.23,580.2,83.92,64,302.6,30.2
B,371.6,1.84,2078.3,84.7,37,306.8,34.4
D,342.9,2.49,249.1,77.09,50,297.0,46.9
A,341.9,2.2,816.8,95.79,49,295.3,36.8
A,316.1,2.7,139.3,95.42,74,303.6,35.2
D,373.7,2.54,418.3,68.81,42,317.0,45.3
B,339.2,2.87,2478.3,93.64,59,304.3,75.9
D,348.6,2.84,358.5,80.84,53,304.2,50.0
D,385.7,2.84,729.4,77.18,39,317.1,37.0
A,318.6,2.62,353.4,80.48,72,302.1,76.9
B,347.4,2.36,637.8,82.95,53,303.2,33.3
B,303.3,2.3,281.2,73.94,92,285.6,48.8
C,334.3,2.23,350.1,79.5,49,301.8,44.1
C,388.6,2.42,348.8,86.64,35,325.2,31.8
A,303.8,2.85,396.3,85.08,88,272.9,31.6
B,357.1,2.89,423.5,85.29,43,301.1,69.4
C,398.1,1.89,790.9,66.07,37,326.9,43.7
A,366.5,2.58,374.2,74.53,48,330.7,32.1
D,332.5,2.53,149.4,76.78,56,287.6,30.9
C,316.6,2.08,598.8,92.74,65,295.2,45.8
D,292.1,2.8,2380.2,88.34,114,280.2,34.9
B,396.9,3.27,652.1,89.06,33,307.1,35.0
A,337.4,2.33,254.8,92.66,61,306.0,41.5
B,295.9,2.49,441.3,87.31,108,279.2,34.9
A,319.4,2.71,133.4,85.24,70,300.8,30.8
D,317.7,3.49,558.7,79.47,77,298.3,31.5
A,335.1,2.86,1211.7,95.17,57,320.6,55.7
C,421.7,2.24,2016.7,91.74,27,328.2,30.7
B,377.7,2.19,314.3,84.64,36,307.9,73.2
B,364.5,2.5,188.3,83.23,45,298.9,60.2
A,385.9,2.47,463.6,93.77,33,321.0,33.8
C,405.0,2.81,1342.1,82.39,31,331.0,84.5
B,365.8,2.5,980.8,92.25,43,308.4,67.6
A,393.2,2.59,1228.0,81.49,33,308.8,36.2
D,330.8,2.2,329.7,76.5,64,310.4,44.0
B,324.1,2.44,442.4,59.65,71,296.4,30.9
B,319.1,2.7,1158.5,95.72,72,283.0,33.3
B,358.8,3.37,649.7,94.08,48,301.7,47.8
A,271.1,2.49,1675.2,85.18,200,278.4,69.9
D,389.7,2.61,382.9,85.87,37,322.4,52.6
B,335.2,2.3,431.0,77.26,59,300.3,62.2
A,374.8,2.19,1117.4,87.99,40,283.5,36.9
B,308.2,2.7,265.5,83.05,88,301.1,33.2
C,383.3,2.69,1867.2,66.93,42,306.6,33.9
B,391.5,1.98,786.6,75.26,33,323.4,49.0
C,353.1,1.95,281.8,94.18,53,308.9,50.7
A,365.8,2.88,379.9,86.67,41,302.2,36.4
A,319.2,2.19,676.0,93.55,72,290.6,70.0
D,351.4,2.56,180.5,83.07,47,311.3,37.1
A,379.2,2.62,1363.2,84.41,37,292.5,52.1
D,340.9,2.57,174.0,69.0,56,296.4,59.2
A,395.8,2.4,561.9,83.45,33,316.2,108.0
D,296.5,2.76,216.5,83.12,110,286.2,31.5
B,340.1,2.98,660.1,91.66,55,297.1,43.6
C,292.4,2.5,339.8,90.45,128,287.1,54.4
A,359.5,1.94,170.4,81.09,47,309.6,42.4
A,343.6,2.05,114.4,69.32,51,315.2,31.6
A,344.7,3.07,703.8,92.43,54,301.5,32.1
A,372.2,2.19,316.4,96.1,39,317.2,49.3
B,341.5,2.88,281.6,92.36,51,295.5,54.1
B,434.2,1.96,354.2,80.95,27,322.5,35.7
B,374.3,2.0,271.9,86.63,38,303.7,37.7
C,350.9,2.67,194.7,61.05,46,309.2,62.7
C,329.8,2.21,1162.1,91.28,65,299.1,32.5
C,322.7,3.03,989.2,93.95,63,299.8,35.3
B,363.1,2.49,232.7,91.72,43,319.0,61.3
B,334.2,2.14,138.0,79.2,59,300.3,58.6
B,379.7,2.0,1016.5,94.46,39,313.4,101.2
D,347.5,3.25,593.5,73.73,51,293.7,56.8
A,347.6,2.42,261.4,84.39,50,288.0,51.9
A,353.4,2.46,183.1,90.79,47,310.0,38.0
C,345.4,2.41,225.7,73.56,47,292.3,36.6
A,358.3,2.59,807.5,90.45,47,313.0,43.5
D,412.1,2.59,212.4,62.33,32,319.8,46.4
D,366.2,2.51,812.6,88.37,43,306.7,71.5
A,362.7,1.81,253.4,85.35,44,317.7,57.1
A,373.6,2.79,495.3,88.84,38,318.7,30.1
B,346.7,2.4,248.2,62.76,52,296.8,46.5
C,321.1,2.92,944.8,77.46,63,286.1,51.6
A,259.4,3.16,2325.6,93.39,200,279.5,48.5
C,288.5,2.49,1243.2,80.88,115,283.9,94.0
B,372.4,2.57,1238.0,85.59,43,300.9,56.3
B,361.1,2.37,394.2,80.95,42,310.2,78.3
A,345.6,1.97,767.4,56.94,51,307.0,48.3
C,420.9,3.08,341.5,76.24,25,318.8,49.8
A,349.0,2.34,912.8,86.54,46,307.8,49.0
D,279.1,2.59,104.0,87.23,133,289.4,93.5
B,372.5,1.81,147.8,81.38,46,290.5,65.4
B,384.8,2.06,107.0,94.31,32,308.4,32.6
D,371.6,1.6,853.4,76.14,45,319.1,55.6
D,385.3,2.56,615.0,88.5,40,326.4,31.5
B,297.2,2.14,416.0,89.88,100,281.0,72.4
A,352.8,2.31,1284.7,67.26,48,295.4,53.9
C,325.1,2.56,1259.6,87.34,74,314.5,38.1
B,365.7,1.89,1269.0,68.85,47,293.0,59.0
A,395.6,2.28,267.8,76.53,33,323.5,42.4
D,339.0,2.59,797.6,81.61,54,314.5,33.1
A,369.5,2.55,131.9,73.02,40,311.6,41.2
A,323.7,1.63,826.0,82.93,64,310.4,46.0
A,349.5,2.67,721.5,87.67,46,301.8,36.7
C,334.6,2.05,920.4,91.98,61,294.9,47.0
C,404.0,2.58,176.6,91.21,35,322.2,50.0
B,317.6,2.58,282.2,85.21,79,289.4,35.2
B,352.6,3.05,229.8,86.97,55,315.2,51.9
B,391.1,2.5,396.3,71.36,35,318.5,37.7
C,291.7,2.32,123.3,72.31,114,287.1,31.4
A,362.9,2.09,139.7,82.57,42,302.0,36.8
D,353.3,2.64,1561.0,88.24,49,290.2,32.4
A,329.6,1.91,2867.5,85.5,60,301.8,32.4
D,386.5,2.2,184.5,82.97,35,317.8,38.1
A,401.5,1.31,1433.9,89.7,30,311.6,59.6
C,369.7,1.9,509.5,94.55,43,308.3,33.0
A,341.1,2.87,535.4,88.99,48,306.3,46.7
A,306.6,2.15,933.8,87.19,104,290.2,30.5
D,355.4,2.37,451.7,90.95,45,309.7,33.8
D,345.4,2.12,598.5,84.81,50,309.8,55.8
B,347.2,2.91,1049.9,83.69,50,315.5,46.2
C,335.1,2.34,463.9,68.54,58,319.2,37.2
B,332.5,2.51,938.6,90.26,55,295.3,43.5
D,350.9,2.18,100.1,59.24,52,301.7,34.1
B,313.1,3.3,1368.8,94.04,75,283.5,49.5
B,381.1,1.95,739.2,79.8,39,304.3,58.2
B,327.1,2.28,211.3,90.19,65,300.4,55.5
B,353.4,3.06,1137.7,87.63,51,320.4,42.4
D,340.3,2.43,646.2,87.88,52,305.2,60.3
A,369.5,2.68,269.8,64.17,43,308.8,43.3
A,367.9,2.75,595.0,71.68,42,302.2,34.2
B,365.2,2.71,2501.3,93.16,43,301.5,46.2
C,314.9,2.94,649.5,86.0,72,297.0,76.3
A,344.2,2.81,638.3,72.06,50,298.2,30.5
B,398.1,1.72,106.1,62.11,33,332.8,52.4
D,339.7,2.79,566.8,92.66,61,301.9,71.1
A,381.5,2.35,326.8,66.31,38,302.2,41.2
C,349.7,2.7,337.7,77.89,48,310.5,40.5
C,340.7,2.03,2303.8,93.39,54,293.4,30.9
B,355.6,2.81,1334.8,83.93,41,309.0,36.2
D,325.0,2.33,880.2,85.18,75,298.0,31.3
C,377.0,2.31,409.6,79.73,38,321.4,82.0
B,324.4,2.84,268.5,77.53,73,288.5,60.2
B,366.6,2.28,288.0,87.39,41,319.4,64.6
C,382.4,2.5,1008.6,83.06,38,324.5,30.1
B,362.8,2.55,139.3,76.01,47,319.9,37.0
D,332.9,2.6,119.0,92.0,66,289.4,32.0
B,355.6,2.37,335.3,79.79,43,297.8,38.4
A,328.0,2.37,119.0,79.64,58,302.9,41.5
A,343.7,2.3,448.8,81.32,51,281.1,64.1
A,334.3,2.85,1986.6,90.0,56,292.4,70.5
A,327.2,2.56,727.0,94.11,63,298.9,38.7
D,368.9,2.89,242.3,93.86,45,309.2,101.0
C,379.5,2.8,828.2,94.18,34,308.9,33.8
C,381.6,2.77,272.4,82.4,36,306.7,58.8
C,357.3,2.3,727.6,84.29,43,304.0,35.0
D,394.1,2.53,356.0,68.27,39,317.5,51.7
B,329.7,1.73,128.5,57.39,55,289.4,31.9
D,388.6,1.89,328.1,88.19,34,321.4,48.1
B,377.3,1.25,244.0,89.56,35,313.4,44.2
D,351.2,2.37,1039.0,86.19,52,311.5,35.8
C,356.7,3.01,170.7,60.55,52,291.8,39.9
A,381.1,2.76,2407.6,93.87,40,302.2,38.0
B,369.9,2.22,162.8,85.52,40,318.5,37.9
B,357.8,3.04,350.2,77.18,43,302.5,92.4
A,336.5,2.41,784.1,82.11,58,299.3,60.1
B,322.3,3.09,115.6,73.0,69,304.8,58.2
B,353.2,1.85,127.6,81.42,43,304.1,132.4
A,315.7,2.51,100.3,73.49,71,298.4,46.0
D,372.0,2.09,518.5,88.72,40,319.1,49.9
C,296.8,2.45,131.1,90.33,108,301.3,48.8
D,359.2,1.77,295.0,83.65,48,305.1,32.8
C,341.7,2.22,414.6,78.53,57,304.8,74.9
B,336.8,2.87,1099.9,82.77,63,293.1,67.2
B,341.7,2.72,131.8,73.61,55,303.7,55.9
C,263.5,2.71,574.6,84.7,200,276.0,31.5
D,336.7,2.45,545.5,91.12,65,298.0,37.1
A,324.0,2.26,875.8,95.73,65,288.8,54.4
D,324.3,2.4,540.7,96.14,73,298.8,53.7
D,443.6,2.67,1541.5,89.63,22,327.7,31.0
C,308.3,2.73,202.0,63.42,80,280.2,47.0
D,361.9,1.87,228.6,62.23,40,303.3,62.2
B,326.1,2.54,665.1,76.79,64,299.6,66.0
D,322.6,2.65,628.4,87.08,69,311.9,34.6
C,309.6,2.23,1122.7,80.79,83,289.6,32.8
A,383.8,2.72,232.6,79.89,35,310.5,85.5
D,386.1,2.06,460.1,72.82,37,328.5,42.8
B,331.4,2.63,132.6,74.28,58,291.2,32.5
B,377.4,1.42,353.8,93.12,39,300.9,44.5
B,318.9,2.29,238.9,89.02,69,303.9,46.5
A,338.0,2.22,1056.2,95.04,57,297.5,40.1
B,370.4,3.03,339.7,89.94,39,303.8,36.3
D,320.0,2.37,186.9,67.15,71,304.5,49.9
A,327.8,2.09,116.5,57.01,61,304.1,60.7
A,350.7,2.9,210.5,80.84,46,306.1,51.8
A,351.1,2.52,704.8,80.51,49,318.3,32.2
B,317.7,2.61,133.5,83.91,65,305.9,35.9
C,417.0,2.24,1055.4,92.05,26,314.4,33.4
C,324.7,3.06,129.5,85.53,70,290.6,69.4
D,378.6,2.36,692.2,85.34,41,322.0,48.1
C,367.9,2.38,306.9,84.15,41,318.3,81.8
A,325.8,2.66,266.7,86.13,59,300.8,49.6
D,363.9,2.7,328.3,85.3,47,317.1,82.6
C,324.8,3.44,214.3,88.6,66,292.4,39.2
B,352.1,2.94,472.3,74.89,52,312.9,51.2
C,374.7,2.6,1120.8,81.84,39,310.4,30.1
D,333.3,2.08,1580.6,85.34,58,287.4,43.7
C,362.3,2.07,532.8,73.45,43,311.2,41.1
B,332.7,2.52,114.2,75.43,64,284.0,63.3
C,355.3,3.23,749.3,96.11,47,298.8,39.0
A,353.2,3.05,259.0,81.33,46,300.5,35.2
B,339.0,2.7,491.6,84.4,56,298.3,32.4
B,295.1,1.91,101.8,67.85,107,288.1,30.9
A,373.4,2.09,500.8,90.32,44,298.9,32.6
A,409.7,2.35,693.4,92.84,29,308.1,82.3
A,354.2,2.47,137.4,70.21,50,309.7,60.3
C,331.6,2.33,602.7,91.22,57,309.4,31.1
D,356.2,2.97,262.4,84.53,49,316.7,108.7
D,384.4,3.05,259.6,59.25,42,327.2,90.7
B,388.4,2.34,289.2,79.62,35,330.5,88.2
B,377.4,2.32,692.3,88.65,37,308.7,32.8
D,363.4,2.35,155.0,74.12,41,306.1,86.2
A,370.3,2.32,301.7,93.85,44,320.0,79.4
C,353.5,2.66,326.8,70.42,45,305.4,40.2
C,321.3,2.38,239.1,80.91,78,293.1,31.5
A,338.6,2.93,413.5,85.62,59,301.3,36.2
D,340.3,2.41,503.5,82.43,44,292.1,32.8
D,358.8,2.19,1340.9,85.73,53,297.4,35.3
A,297.1,2.5,270.1,58.55,106,280.3,36.3
A,365.3,2.43,529.2,74.72,39,333.2,37.7
A,289.6,2.51,297.8,94.76,100,290.5,79.6
B,362.3,2.4,439.5,81.93,42,316.9,44.5
B,385.1,1.7,137.6,95.92,36,322.4,35.0
B,376.8,2.24,455.8,88.46,44,307.0,55.6
A,323.1,2.85,421.6,92.42,66,293.3,53.4
D,368.7,2.29,537.3,80.01,39,298.7,75.7
B,371.1,1.76,270.3,84.5,38,317.6,50.3
A,401.2,2.54,450.6,89.23,36,315.7,68.5
B,361.0,2.86,1108.7,82.67,42,322.3,58.5
B,380.8,3.16,177.6,90.11,37,320.6,39.4
B,336.9,2.78,2516.2,77.16,54,299.5,86.7
A,324.4,2.91,236.4,96.92,72,299.2,46.3
A,375.9,2.82,255.4,87.23,36,317.6,42.2
D,376.3,2.56,1838.8,91.23,40,314.6,46.8
D,330.9,2.04,305.9,79.51,66,310.9,36.6
B,313.6,2.46,352.5,95.0,81,299.5,48.5
B,353.7,2.78,637.5,94.29,50,296.7,41.6
C,351.3,2.52,433.7,86.77,47,303.2,31.3
C,357.0,2.97,383.5,82.67,43,303.5,35.0
B,376.6,2.6,406.9,92.1,35,308.2,37.4
D,380.9,2.36,689.7,96.63,42,302.8,34.7
B,350.2,2.67,859.4,95.62,53,308.0,44.2
B,320.1,2.19,149.4,76.0,82,291.3,52.8
C,328.2,2.53,293.7,84.51,61,291.0,34.3
D,332.1,2.39,144.7,67.25,62,303.9,53.6
C,346.4,2.08,2492.9,84.48,61,320.4,31.5
A,334.6,2.79,836.1,95.44,64,305.1,53.1
B,342.7,2.12,480.6,88.33,55,297.7,66.9
B,352.2,2.61,669.1,83.16,46,304.1,30.5
B,330.7,2.35,208.8,86.84,62,302.4,36.0
C,359.7,2.63,1219.7,80.05,50,304.3,95.6
D,404.8,2.52,150.3,85.52,33,318.6,33.4
C,345.0,2.26,1342.0,83.9,47,296.6,51.3
D,329.6,2.48,604.5,88.13,65,300.4,41.5
A,359.2,2.53,1006.3,91.39,48,320.0,35.4
D,326.1,3.01,237.1,91.38,70,294.8,73.5
C,345.6,3.24,627.3,84.96,60,310.2,60.4
B,329.6,2.11,570.3,78.92,67,287.5,39.8
C,317.9,2.23,126.7,81.38,75,287.7,31.6
A,323.6,1.57,109.0,88.83,62,286.5,41.8
C,330.2,2.03,1124.2,79.04,69,290.3,43.1
B,318.7,2.13,167.7,71.97,78,283.4,44.9
A,388.4,1.65,104.5,76.49,35,317.2,33.7
C,362.9,1.86,582.9,84.56,46,305.9,31.2
C,378.3,2.39,648.4,94.4,40,311.5,31.1
A,309.3,2.29,399.4,68.79,84,300.8,58.6
A,341.2,2.32,135.3,65.43,55,308.8,58.9
B,362.6,2.15,1330.5,82.1,41,311.2,80.0
B,399.6,3.62,711.4,90.04,36,323.2,55.2
D,327.4,2.65,153.1,95.43,64,293.4,78.8
D,311.4,2.48,635.2,91.45,89,303.4,66.0
B,355.7,3.01,871.9,85.73,48,311.9,64.4
C,329.8,2.43,261.2,91.78,62,299.6,75.9
B,401.2,1.94,296.0,69.53,31,314.2,60.5
C,366.3,2.2,753.8,80.67,44,321.2,57.7
A,341.4,3.14,104.8,81.9,55,294.1,54.6
B,341.5,2.36,894.8,74.43,56,294.5,89.2
C,346.2,1.8,221.8,86.26,53,304.7,50.2
A,295.3,2.81,182.2,84.16,129,290.2,30.4
C,351.3,2.63,206.0,71.85,49,307.1,46.0
D,335.4,2.26,230.7,90.95,63,302.8,85.7
B,369.0,2.57,1098.1,81.49,40,311.1,42.7
B,323.1,3.03,828.4,82.42,65,289.6,34.5
D,370.5,2.79,321.9,92.27,36,321.1,35.5
C,366.3,2.41,215.3,83.71,44,307.8,95.7
A,354.8,2.97,350.1,87.61,49,314.9,39.1
B,387.6,3.1,213.9,78.22,38,332.4,65.5
C,293.5,2.11,2041.9,84.55,114,272.4,33.9
B,363.3,3.38,1180.3,84.5,44,304.5,35.0
A,348.7,2.54,533.3,85.36,58,314.1,77.5
B,347.8,2.77,1772.9,88.7,54,303.3,32.8
D,320.5,2.54,1051.1,93.24,80,289.0,85.2
C,307.4,2.74,395.6,64.47,108,292.0,65.7
D,376.8,2.72,171.3,74.46,43,324.9,43.8
C,373.6,2.3,963.2,87.0,42,315.2,45.8
D,404.0,2.6,227.9,95.22,32,322.9,31.5
A,408.9,2.95,191.3,71.73,32,319.6,41.6
C,303.6,2.29,160.4,71.69,110,296.1,35.3
A,345.4,2.9,231.1,76.8,62,284.6,51.9
C,357.5,1.92,388.3,96.3,48,311.6,94.4
B,378.9,2.77,1136.3,92.81,36,314.8,51.1
B,392.8,3.61,271.9,69.92,33,317.4,36.3
D,319.1,2.68,113.7,82.57,78,289.3,102.6
D,333.8,1.96,427.9,73.56,53,287.5,34.0
