cell_id,assembly_datetime,cell_type,factory,line,shift,capacity_mAh,internal_resistance_mOhm,production_temp_C,efficiency_pct,cycle_count,electrolyte_vol_mL,electrode_thickness_um,defect
CELL-004333,2024-06-19 23:45:44,LFP,Factory_A,L1,Morning,3818.2,7.652,22.16,96.837,43,9.483,91.06,Normal
CELL-004334,2023-05-27 09:24:40,LFP,Factory_C,L2,Afternoon,3824.4,13.061,23.76,97.986,265,7.695,92.52,Normal
CELL-004335,2024-07-13 01:05:10,NCA,Factory_A,L4,Night,3900.7,7.503,29.6,96.492,11,7.955,101.71,Normal
CELL-004336,2023-12-31 17:45:40,LFP,Factory_B,L3,Morning,3836.9,9.274,23.26,95.357,114,8.627,97.28,Normal
CELL-004337,2024-10-23 16:50:24,NCM,Factory_C,L1,Afternoon,3768.3,9.148,22.04,96.337,81,8.485,96.96,Normal
CELL-004338,2024-06-20 07:03:52,NCM,Factory_A,L3,Morning,3840.1,11.882,23.41,97.899,91,8.693,103.31,Normal
CELL-004339,2024-09-03 23:32:02,NCM,Factory_A,L4,Afternoon,3841.9,8.364,20.2,96.419,9,7.919,98.64,Normal
CELL-004340,2024-06-12 17:38:58,NCA,Factory_A,L1,Afternoon,3927.1,9.559,22.02,95.999,111,9.041,95.96,Normal
CELL-004341,2024-11-02 18:51:29,NCA,Factory_C,L3,Afternoon,3952.8,9.542,21.88,98.245,91,7.713,100.06,Normal
CELL-004342,2024-07-18 09:05:30,LFP,Factory_A,L2,Morning,3324.5,16.962,26.57,90.77,455,8.529,94.37,Defective
CELL-004343,2023-07-09 04:53:40,NCM,Factory_B,L3,Night,3816.0,7.256,21.7,96.605,28,8.591,96.77,Normal
CELL-004344,2023-03-20 00:30:49,LFP,Factory_A,L3,Morning,3875.3,8.115,22.64,96.668,53,8.664,96.36,Normal
CELL-004345,2023-09-12 10:53:42,NCA,Factory_C,L4,Night,3867.2,10.684,21.16,97.785,121,7.977,95.57,Normal
CELL-004346,2024-09-21 18:22:56,LFP,Factory_B,L2,Morning,3890.5,8.376,31.28,96.42,150,8.756,91.16,Normal
CELL-004347,2023-11-03 10:34:51,LFP,Factory_B,L3,Morning,3900.0,12.243,30.09,96.87,157,7.638,98.92,Normal
CELL-004348,2024-03-25 11:04:12,NCM,Factory_B,L2,Afternoon,3582.7,12.567,27.61,90.82,58,7.753,97.01,Defective
CELL-004349,2023-04-15 21:20:32,NCM,Factory_A,L2,Morning,3800.5,8.223,21.99,97.765,7,8.306,97.66,Normal
CELL-004350,2024-11-17 13:06:08,NCA,Factory_A,L1,Afternoon,3323.5,15.292,22.95,93.558,136,8.041,97.38,Defective
CELL-004351,2024-11-02 22:43:14,NCM,Factory_B,L2,Night,3888.2,12.138,30.81,96.883,183,9.526,100.37,Normal
CELL-004352,2023-06-02 05:58:06,NCA,Factory_A,L3,Night,3845.2,10.735,31.76,97.547,91,8.26,97.52,Normal
CELL-004353,2024-05-19 01:38:33,NCA,Factory_A,L4,Morning,4012.7,8.271,28.01,97.12,146,9.503,101.08,Normal
CELL-004354,2023-06-18 11:38:15,NCA,Factory_A,L2,Night,3826.4,12.201,19.75,97.529,1,8.172,98.97,Normal
CELL-004355,2024-02-16 18:06:03,LFP,Factory_B,L4,Morning,3581.2,27.794,21.4,93.708,48,8.382,91.35,Defective
CELL-004356,2024-04-07 12:23:43,NCA,Factory_C,L1,Afternoon,3862.7,8.184,20.68,96.385,56,8.293,97.07,Normal
CELL-004357,2024-09-12 04:33:21,NCM,Factory_A,L4,Morning,3923.4,7.916,22.99,95.917,12,8.189,91.11,Normal
CELL-004358,2024-01-12 15:37:25,NCM,Factory_C,L1,Afternoon,3815.0,11.508,19.27,97.272,142,9.77,94.58,Normal
CELL-004359,2023-10-02 00:09:49,LFP,Factory_A,L4,Morning,3927.7,10.182,30.1,100.0,140,10.058,98.03,Normal
CELL-004360,2024-09-17 00:28:52,LFP,Factory_B,L1,Morning,3854.2,8.817,20.77,98.584,422,7.567,90.58,Normal
CELL-004361,2023-04-05 00:03:40,NCA,Factory_A,L1,Morning,3917.4,9.52,23.53,97.269,92,8.942,94.49,Normal
CELL-004362,2024-05-06 15:42:30,NCM,Factory_A,L2,Morning,3986.7,7.597,30.75,97.52,7,9.867,97.28,Normal
CELL-004363,2024-04-11 21:14:23,NCM,Factory_B,L2,Morning,4004.9,12.426,25.33,97.841,50,8.201,97.12,Normal
CELL-004364,2023-01-14 08:27:04,NCA,Factory_A,L2,Night,3904.8,8.472,23.31,97.102,10,9.699,95.28,Normal
CELL-004365,2024-03-05 04:43:37,LFP,Factory_A,L3,Afternoon,3848.1,7.351,29.76,97.357,69,8.838,95.75,Normal
CELL-004366,2023-11-11 12:33:38,NCM,Factory_A,L3,Night,3796.9,9.655,29.43,97.613,101,9.133,95.67,Normal
CELL-004367,2024-08-24 19:33:07,NCM,Factory_A,L4,Afternoon,3865.4,8.698,20.9,96.944,15,9.803,95.72,Normal
CELL-004368,2024-01-10 09:42:17,LFP,Factory_A,L2,Afternoon,3964.2,9.224,21.16,97.562,35,7.612,97.49,Normal
CELL-004369,2023-04-26 18:42:32,LFP,Factory_B,L3,Night,3921.1,11.495,33.03,96.877,26,8.331,89.49,Normal
CELL-004370,2024-01-27 05:57:26,NCM,Factory_B,L3,Night,3423.8,24.874,22.01,93.881,145,10.067,90.44,Defective
CELL-004371,2024-02-06 11:02:18,NCM,Factory_A,L2,Night,3791.6,10.277,22.22,96.661,30,9.171,94.68,Normal
CELL-004372,2024-02-19 08:03:17,NCA,Factory_C,L1,Afternoon,3822.2,9.082,21.16,96.67,13,8.187,98.91,Normal
CELL-004373,2023-01-18 09:39:08,NCM,Factory_C,L2,Morning,3423.0,32.071,32.38,93.604,295,8.037,87.85,Defective
CELL-004374,2024-06-28 17:12:57,NCM,Factory_A,L3,Afternoon,3810.0,8.1,22.21,95.998,32,8.246,101.86,Normal
CELL-004375,2024-11-02 10:05:04,NCA,Factory_B,L1,Afternoon,3830.6,10.076,23.43,97.523,73,9.306,91.29,Normal
CELL-004376,2024-06-11 08:59:52,LFP,Factory_C,L3,Night,3697.4,8.523,17.9,98.503,147,7.698,94.15,Normal
CELL-004377,2023-09-28 00:07:15,NCA,Factory_A,L1,Night,3865.8,8.445,30.09,96.558,222,8.931,94.96,Normal
CELL-004378,2024-04-08 15:41:01,NCM,Factory_B,L3,Night,3907.0,7.504,31.54,98.517,159,8.588,97.2,Normal
CELL-004379,2023-05-24 20:30:19,LFP,Factory_B,L1,Morning,3711.9,11.451,28.14,98.185,59,8.97,94.96,Normal
CELL-004380,2023-12-20 06:20:13,NCM,Factory_A,L4,Night,3455.4,24.279,20.46,94.475,219,8.632,97.18,Defective
CELL-004381,2023-06-04 16:49:20,NCM,Factory_B,L3,Afternoon,3761.9,9.851,33.42,97.302,1,8.943,101.32,Normal
CELL-004382,2024-02-24 21:29:02,NCA,Factory_B,L1,Morning,3361.3,16.23,31.51,95.053,39,8.901,100.78,Defective
CELL-004383,2023-08-14 09:47:00,LFP,Factory_B,L2,Afternoon,3848.3,10.532,20.89,98.011,190,7.892,100.75,Normal
CELL-004384,2023-07-02 19:15:16,NCM,Factory_B,L3,Night,3766.1,8.889,30.77,98.706,18,9.325,92.02,Normal
CELL-004385,2024-07-07 07:36:45,NCA,Factory_B,L4,Afternoon,3813.2,10.57,26.21,96.765,205,8.584,90.6,Normal
CELL-004386,2023-07-31 21:23:50,NCA,Factory_C,L3,Night,3794.3,9.87,33.26,98.801,1,8.401,97.72,Normal
CELL-004387,2023-03-09 05:39:07,NCM,Factory_C,L3,Night,3782.8,10.433,31.48,97.634,21,7.463,94.79,Normal
CELL-004388,2024-06-24 00:44:36,LFP,Factory_A,L2,Afternoon,3316.9,18.491,29.68,95.04,346,7.657,95.99,Defective
CELL-004389,2023-10-06 22:10:11,NCM,Factory_A,L2,Afternoon,3919.6,9.223,22.04,97.437,80,8.267,88.71,Normal
CELL-004390,2023-11-08 21:59:39,LFP,Factory_C,L3,Night,3858.4,9.431,22.69,97.853,44,8.458,100.87,Normal
CELL-004391,2024-04-04 11:38:47,NCM,Factory_C,L2,Morning,3802.3,9.487,27.75,98.873,107,9.168,95.27,Normal
CELL-004392,2023-07-30 02:50:53,NCA,Factory_B,L4,Morning,3875.5,10.803,20.27,97.989,22,8.855,90.98,Normal
CELL-004393,2023-12-09 05:24:16,NCM,Factory_A,L2,Morning,3783.7,10.68,28.18,98.436,112,8.521,91.74,Normal
CELL-004394,2024-12-02 19:16:26,LFP,Factory_A,L3,Morning,3749.9,11.3,28.37,98.355,51,9.138,92.31,Normal
CELL-004395,2023-01-12 09:07:37,LFP,Factory_B,L4,Afternoon,3793.7,8.557,30.34,98.411,126,8.477,87.04,Normal
CELL-004396,2023-02-01 01:27:53,NCM,Factory_A,L2,Night,3945.4,10.708,23.11,97.557,47,9.177,93.33,Normal
CELL-004397,2023-06-26 19:55:58,NCA,Factory_B,L4,Morning,3860.2,11.681,23.13,97.185,29,7.727,97.96,Normal
CELL-004398,2024-11-11 05:00:46,NCM,Factory_C,L4,Morning,3838.2,10.119,33.72,97.23,20,8.768,95.27,Normal
CELL-004399,2023-01-06 15:40:31,NCM,Factory_B,L1,Morning,3717.8,10.11,22.35,98.467,505,7.955,97.14,Normal
CELL-004400,2024-04-18 05:25:07,LFP,Factory_B,L3,Morning,3813.1,9.474,21.78,98.785,92,9.845,96.68,Normal
CELL-004401,2024-10-01 10:36:00,NCA,Factory_B,L1,Afternoon,3908.4,9.81,28.26,99.294,30,9.132,90.79,Normal
CELL-004402,2024-05-06 06:34:53,NCM,Factory_C,L2,Afternoon,3799.3,9.355,30.44,97.046,127,7.649,96.88,Normal
CELL-004403,2024-05-25 19:41:23,LFP,Factory_A,L3,Afternoon,3829.5,10.159,32.34,98.314,322,8.078,91.09,Normal
CELL-004404,2023-07-30 00:30:12,LFP,Factory_C,L2,Morning,3964.8,11.097,28.72,97.73,104,8.504,95.01,Normal
CELL-004405,2024-10-12 10:36:18,NCM,Factory_B,L3,Morning,3894.4,8.927,22.71,98.682,265,8.623,94.93,Normal
CELL-004406,2024-08-01 21:34:49,NCA,Factory_A,L1,Morning,3864.7,11.787,29.0,97.432,132,7.915,90.7,Normal
CELL-004407,2024-01-04 00:24:17,LFP,Factory_C,L1,Night,3826.4,7.037,22.55,98.034,70,9.089,90.89,Normal
CELL-004408,2023-07-12 16:17:48,LFP,Factory_A,L2,Night,3760.9,9.349,27.15,97.893,58,7.554,90.33,Normal
CELL-004409,2023-02-02 21:56:06,LFP,Factory_A,L3,Night,3896.1,10.502,31.47,97.853,33,8.605,92.5,Normal
CELL-004410,2024-11-26 00:23:05,LFP,Factory_C,L4,Night,3925.6,9.905,31.13,97.093,79,8.755,96.14,Normal
CELL-004411,2024-12-25 06:19:14,NCA,Factory_B,L2,Morning,3912.8,11.321,32.25,97.041,100,7.452,88.87,Normal
CELL-004412,2023-09-05 09:56:02,NCM,Factory_A,L4,Afternoon,3841.7,10.74,19.94,97.284,267,7.766,102.08,Normal
CELL-004413,2023-06-04 20:43:35,LFP,Factory_C,L3,Night,3819.7,7.899,28.91,97.5,213,7.957,94.8,Normal
CELL-004414,2023-12-10 06:53:31,NCM,Factory_A,L1,Afternoon,3734.2,9.724,22.18,98.314,27,8.595,99.66,Normal
CELL-004415,2024-07-02 07:59:05,NCM,Factory_A,L4,Night,3399.7,27.838,30.43,92.634,92,8.435,91.56,Defective
CELL-004416,2023-11-29 00:02:11,LFP,Factory_B,L1,Night,3797.4,9.898,28.65,98.227,117,8.685,95.92,Normal
CELL-004417,2024-01-18 23:21:43,LFP,Factory_C,L1,Morning,3839.2,9.778,21.51,99.749,35,8.824,94.24,Normal
CELL-004418,2023-09-10 16:06:02,LFP,Factory_A,L3,Afternoon,4007.2,8.384,32.09,97.454,142,7.84,95.48,Normal
CELL-004419,2024-11-08 11:49:35,NCM,Factory_C,L2,Afternoon,3462.0,16.363,30.39,94.733,12,8.339,89.96,Defective
CELL-004420,2024-02-19 08:45:27,LFP,Factory_B,L2,Afternoon,3175.2,37.126,29.66,90.639,164,8.736,90.99,Defective
CELL-004421,2024-07-18 23:21:03,NCA,Factory_B,L1,Afternoon,3170.2,53.261,20.44,93.668,7,9.083,98.59,Defective
CELL-004422,2024-09-09 13:09:33,NCM,Factory_C,L3,Afternoon,3783.8,7.004,30.47,97.965,90,8.367,92.46,Normal
CELL-004423,2024-03-11 13:26:55,LFP,Factory_A,L4,Morning,3898.4,8.662,28.9,97.356,66,8.402,91.55,Normal
CELL-004424,2023-05-15 19:35:23,NCM,Factory_B,L2,Morning,3848.2,9.203,29.05,96.371,182,9.293,98.15,Normal
CELL-004425,2023-12-20 17:14:53,NCM,Factory_A,L2,Afternoon,3879.7,9.95,21.35,96.795,114,7.677,90.24,Normal
CELL-004426,2023-10-11 01:59:30,LFP,Factory_A,L2,Morning,3973.1,10.467,21.55,96.121,10,7.231,88.5,Normal
CELL-004427,2023-02-08 17:19:15,NCM,Factory_A,L1,Afternoon,3979.3,11.91,21.17,95.892,141,8.549,95.06,Normal
CELL-004428,2023-07-13 18:24:41,LFP,Factory_B,L2,Afternoon,3840.1,11.875,30.31,97.641,19,8.53,95.96,Normal
CELL-004429,2024-11-05 11:48:21,NCM,Factory_A,L2,Morning,3833.6,9.651,31.77,97.852,36,9.007,102.79,Normal
CELL-004430,2023-05-29 08:56:52,NCA,Factory_A,L3,Night,3797.2,9.798,29.16,97.559,118,7.227,97.1,Normal
CELL-004431,2023-07-20 09:58:55,LFP,Factory_A,L4,Afternoon,3500.3,12.585,35.32,87.97,12,8.809,98.24,Defective
CELL-004432,2023-03-27 03:42:44,LFP,Factory_B,L2,Afternoon,3879.8,13.033,28.34,97.056,211,8.247,93.17,Normal
CELL-004433,2023-02-17 19:21:02,LFP,Factory_A,L3,Night,3840.8,10.288,33.05,96.891,24,7.664,94.39,Normal
CELL-004434,2024-04-24 21:37:35,LFP,Factory_C,L4,Morning,3658.1,13.672,22.57,97.494,24,7.713,95.59,Normal
CELL-004435,2023-08-15 00:33:46,NCM,Factory_C,L4,Afternoon,3840.4,11.627,30.2,97.911,58,8.973,91.95,Normal
CELL-004436,2024-06-10 07:12:35,LFP,Factory_C,L4,Afternoon,3696.4,13.029,26.15,96.613,292,8.826,101.77,Normal
CELL-004437,2024-09-16 05:55:57,NCM,Factory_A,L3,Afternoon,3846.5,9.14,21.69,97.434,46,7.732,91.43,Normal
CELL-004438,2024-02-29 02:16:51,LFP,Factory_C,L2,Morning,3906.1,10.849,30.0,97.67,297,8.698,96.6,Normal
CELL-004439,2023-10-12 06:54:16,LFP,Factory_C,L4,Afternoon,3747.0,9.388,27.98,98.203,92,8.552,95.5,Normal
CELL-004440,2023-01-03 06:56:36,LFP,Factory_C,L1,Morning,3891.4,11.108,29.06,96.584,111,8.218,90.14,Normal
CELL-004441,2023-11-23 08:58:21,NCA,Factory_A,L4,Afternoon,3802.5,8.419,31.16,97.089,77,8.504,94.91,Normal
CELL-004442,2023-04-12 21:11:31,NCM,Factory_A,L4,Night,3818.4,11.948,24.3,96.769,181,8.52,94.8,Normal
CELL-004443,2024-08-19 08:46:40,LFP,Factory_A,L1,Night,3816.8,9.449,30.68,98.907,54,8.229,99.46,Normal
CELL-004444,2024-09-16 14:22:08,LFP,Factory_B,L3,Morning,3775.8,8.615,30.0,98.946,107,7.328,93.46,Normal
CELL-004445,2023-06-26 23:28:23,NCM,Factory_C,L1,Afternoon,3945.0,9.303,27.83,97.705,432,7.786,91.02,Normal
CELL-004446,2023-06-15 13:38:18,NCM,Factory_A,L2,Afternoon,3834.5,7.88,23.72,96.272,25,8.626,98.61,Normal
CELL-004447,2023-07-06 06:45:50,LFP,Factory_C,L4,Morning,3855.7,10.329,31.54,97.316,162,11.059,96.94,Normal
CELL-004448,2023-12-16 12:58:13,NCA,Factory_A,L4,Morning,3773.6,10.159,20.55,97.619,46,7.66,95.81,Normal
CELL-004449,2024-07-13 17:12:21,NCM,Factory_A,L1,Afternoon,3358.4,23.705,21.36,92.082,112,7.243,96.43,Defective
CELL-004450,2023-12-26 07:27:33,NCM,Factory_A,L4,Afternoon,3847.6,9.112,27.59,99.46,114,8.279,92.65,Normal
CELL-004451,2024-06-22 10:27:36,NCA,Factory_B,L1,Afternoon,3734.8,9.655,20.64,96.114,300,7.915,98.52,Normal
CELL-004452,2023-11-27 10:34:37,NCA,Factory_A,L2,Night,3898.4,12.334,32.01,98.866,59,7.516,92.31,Normal
CELL-004453,2023-04-23 13:08:23,NCA,Factory_C,L4,Morning,4081.4,9.878,22.94,98.593,292,7.387,96.61,Normal
CELL-004454,2023-04-01 15:28:09,NCM,Factory_B,L2,Afternoon,3538.8,44.488,21.36,94.65,38,8.439,96.21,Defective
CELL-004455,2024-12-15 00:27:53,NCM,Factory_B,L1,Morning,3762.8,10.93,33.46,98.157,172,8.507,96.88,Normal
CELL-004456,2024-11-19 06:26:54,LFP,Factory_B,L1,Morning,3833.8,10.33,22.79,99.198,184,8.976,86.64,Normal
CELL-004457,2023-02-17 16:38:12,LFP,Factory_C,L4,Afternoon,3562.1,55.92,20.52,95.864,310,8.937,91.2,Defective
CELL-004458,2023-10-05 08:52:18,NCM,Factory_B,L4,Night,3818.1,7.588,28.38,96.525,366,7.932,92.08,Normal
CELL-004459,2024-06-27 10:59:23,NCA,Factory_B,L2,Morning,3875.8,9.684,22.77,97.932,105,8.595,95.4,Normal
CELL-004460,2024-03-08 07:20:28,LFP,Factory_C,L3,Night,3178.6,28.845,24.31,93.852,150,8.163,93.45,Defective
CELL-004461,2024-08-25 09:19:04,LFP,Factory_C,L1,Afternoon,3824.3,8.601,27.73,97.589,69,8.458,90.16,Normal
CELL-004462,2023-09-24 19:12:21,LFP,Factory_B,L1,Afternoon,3871.2,10.14,22.62,97.698,4,8.178,95.69,Normal
CELL-004463,2024-05-15 13:47:48,LFP,Factory_A,L2,Afternoon,3786.4,11.654,20.96,97.68,45,8.49,97.32,Normal
CELL-004464,2023-08-01 19:35:52,LFP,Factory_B,L2,Afternoon,3817.7,8.549,31.64,96.435,16,8.808,92.95,Normal
CELL-004465,2024-04-09 12:40:08,NCM,Factory_A,L4,Morning,3586.0,12.958,22.43,93.246,67,8.821,97.2,Defective
CELL-004466,2023-02-06 12:32:28,NCA,Factory_C,L4,Morning,3765.3,10.388,29.56,98.036,60,8.664,95.53,Normal
CELL-004467,2023-08-26 12:39:31,LFP,Factory_C,L1,Afternoon,3903.4,8.245,21.77,96.745,24,8.756,89.07,Normal
CELL-004468,2024-04-13 13:46:58,LFP,Factory_C,L1,Night,3514.9,11.002,30.8,93.355,206,8.767,96.24,Defective
CELL-004469,2023-07-04 06:34:43,NCA,Factory_A,L4,Night,3957.7,9.406,30.69,97.212,30,8.985,99.36,Normal
CELL-004470,2023-01-28 05:53:24,NCA,Factory_A,L2,Night,3930.3,8.163,23.16,97.649,24,9.274,97.2,Normal
CELL-004471,2023-02-18 05:23:15,NCM,Factory_A,L3,Night,3944.7,13.053,20.73,97.232,69,9.367,91.75,Normal
CELL-004472,2024-12-22 17:55:14,NCM,Factory_B,L4,Afternoon,3838.6,10.144,30.76,97.632,57,8.408,89.31,Normal
CELL-004473,2024-05-22 20:10:01,LFP,Factory_B,L3,Morning,3680.6,8.037,22.41,97.215,46,8.377,97.8,Normal
CELL-004474,2024-11-16 01:33:46,NCM,Factory_B,L3,Night,3316.4,17.53,24.02,91.814,58,7.45,98.01,Defective
CELL-004475,2024-10-23 12:46:18,NCM,Factory_A,L3,Night,3752.3,10.262,29.36,97.713,53,8.404,99.85,Normal
CELL-004476,2024-12-29 07:04:54,LFP,Factory_B,L4,Afternoon,3933.5,11.235,21.48,96.183,65,8.236,92.73,Normal
CELL-004477,2023-08-11 05:32:26,NCM,Factory_C,L2,Afternoon,3826.8,11.222,20.68,97.642,165,8.898,95.0,Normal
CELL-004478,2024-09-09 20:09:18,NCA,Factory_A,L1,Afternoon,3801.0,8.35,27.96,96.444,10,8.947,90.7,Normal
CELL-004479,2023-05-01 23:15:05,NCA,Factory_A,L3,Night,3851.2,9.969,21.07,96.215,1,7.948,97.06,Normal
CELL-004480,2023-06-19 01:58:22,LFP,Factory_B,L3,Afternoon,3762.4,10.513,30.23,96.872,214,8.664,92.78,Normal
CELL-004481,2023-07-16 18:24:53,NCM,Factory_A,L1,Afternoon,3904.0,12.967,32.4,97.453,219,8.886,93.11,Normal
CELL-004482,2023-11-02 03:51:47,NCM,Factory_B,L2,Night,3771.1,8.594,30.63,96.492,91,10.454,97.01,Normal
CELL-004483,2023-09-08 12:25:13,LFP,Factory_B,L2,Night,3893.6,11.978,29.52,97.018,136,8.847,95.19,Normal
CELL-004484,2024-08-24 02:40:25,NCM,Factory_B,L2,Afternoon,3638.5,13.452,31.43,96.891,144,9.748,92.96,Normal
CELL-004485,2024-12-12 13:21:00,NCA,Factory_B,L1,Afternoon,3773.0,9.414,28.69,96.273,282,9.016,89.78,Normal
CELL-004486,2024-12-03 09:02:49,NCA,Factory_C,L2,Afternoon,3911.1,9.842,24.71,97.441,47,8.931,99.3,Normal
CELL-004487,2023-09-28 20:53:46,LFP,Factory_A,L2,Morning,3387.6,30.693,19.1,92.194,12,8.305,98.31,Defective
CELL-004488,2024-02-26 11:57:24,NCM,Factory_C,L4,Morning,3945.8,10.149,22.27,98.543,51,7.892,98.99,Normal
CELL-004489,2024-10-09 19:43:32,LFP,Factory_A,L4,Night,3924.8,9.716,31.37,97.115,151,8.607,89.71,Normal
CELL-004490,2024-05-10 01:29:25,NCA,Factory_A,L3,Morning,3947.5,11.639,29.68,97.181,28,7.659,100.86,Normal
CELL-004491,2023-03-15 02:53:45,LFP,Factory_C,L2,Morning,3603.4,47.751,21.23,95.573,33,9.653,96.59,Defective
CELL-004492,2024-06-09 20:51:04,NCM,Factory_B,L2,Afternoon,3890.2,10.687,30.86,98.418,96,8.177,99.01,Normal
CELL-004493,2023-10-14 02:02:35,NCA,Factory_A,L3,Night,3914.0,11.743,30.88,96.749,32,8.941,92.96,Normal
CELL-004494,2024-09-09 19:33:24,NCM,Factory_B,L2,Night,3812.6,9.592,22.0,97.296,385,9.484,95.45,Normal
CELL-004495,2024-11-09 22:16:27,NCM,Factory_B,L1,Morning,3768.1,10.98,28.53,96.928,53,8.002,93.66,Normal
CELL-004496,2023-10-28 05:43:15,NCM,Factory_A,L1,Morning,3212.6,19.747,20.43,95.275,40,7.479,98.0,Defective
CELL-004497,2024-07-29 15:44:31,LFP,Factory_A,L1,Afternoon,3828.9,9.05,23.03,98.226,14,8.381,97.36,Normal
CELL-004498,2023-10-28 00:53:33,LFP,Factory_C,L3,Afternoon,3748.6,9.019,28.73,98.029,8,8.026,101.2,Normal
CELL-004499,2023-11-05 07:02:34,NCM,Factory_A,L3,Morning,3846.0,11.753,30.27,97.486,254,7.797,94.08,Normal
CELL-004500,2024-05-16 13:26:06,NCA,Factory_B,L4,Morning,3678.9,21.566,28.39,93.632,11,8.387,95.96,Defective
CELL-004501,2024-12-20 06:25:38,NCM,Factory_B,L1,Afternoon,3908.8,11.57,21.26,98.336,38,8.183,98.36,Normal
CELL-004502,2024-10-20 07:41:54,NCM,Factory_C,L2,Night,3862.9,9.408,28.72,97.449,145,8.368,99.21,Normal
CELL-004503,2023-04-22 07:09:33,NCM,Factory_C,L3,Morning,3942.8,9.886,28.35,98.538,196,9.719,100.33,Normal
CELL-004504,2024-12-25 20:07:45,NCM,Factory_A,L2,Morning,3895.9,9.549,29.82,96.99,240,8.15,93.95,Normal
CELL-004505,2024-07-11 11:05:40,LFP,Factory_C,L3,Afternoon,3853.7,7.113,29.33,97.219,61,8.621,96.75,Normal
CELL-004506,2024-01-17 19:24:56,LFP,Factory_C,L1,Morning,3768.6,9.953,22.94,97.013,155,7.783,93.05,Normal
CELL-004507,2024-05-24 10:14:46,NCA,Factory_B,L4,Night,4006.0,13.138,28.17,97.708,88,8.047,95.28,Normal
CELL-004508,2024-04-17 11:35:22,LFP,Factory_A,L3,Night,3779.9,12.466,30.78,97.53,162,8.695,90.62,Normal
CELL-004509,2023-11-20 21:26:47,NCM,Factory_A,L2,Afternoon,3810.2,9.438,26.79,98.005,73,8.351,93.49,Normal
CELL-004510,2023-06-13 05:53:47,NCM,Factory_B,L1,Afternoon,3958.2,10.567,30.57,98.401,10,9.05,92.09,Normal
CELL-004511,2023-11-17 11:19:24,NCM,Factory_B,L1,Morning,3808.5,7.991,23.59,97.941,1,8.975,92.42,Normal
CELL-004512,2023-07-06 12:55:25,LFP,Factory_B,L1,Afternoon,3879.4,10.003,30.09,98.456,55,8.049,95.08,Normal
CELL-004513,2024-02-06 22:32:27,LFP,Factory_A,L2,Night,4020.3,9.664,20.53,98.846,18,7.819,98.22,Normal
CELL-004514,2023-09-23 02:01:42,NCA,Factory_C,L3,Morning,3274.7,16.194,32.44,95.079,216,8.277,96.24,Defective
CELL-004515,2023-01-28 23:00:07,NCA,Factory_C,L1,Morning,3210.2,20.09,20.32,94.099,540,9.504,96.87,Defective
CELL-004516,2024-04-01 20:26:50,NCM,Factory_A,L3,Morning,3914.6,11.119,20.49,97.758,10,8.386,92.73,Normal
CELL-004517,2024-09-14 19:03:44,NCA,Factory_A,L1,Morning,3720.2,8.835,23.09,97.373,35,8.742,94.51,Normal
CELL-004518,2024-03-23 06:14:36,NCA,Factory_A,L2,Morning,3870.5,10.683,21.65,97.184,187,9.404,99.65,Normal
CELL-004519,2023-04-24 21:12:40,NCM,Factory_B,L3,Morning,3547.7,31.446,28.8,94.395,12,8.648,93.47,Defective
CELL-004520,2023-09-25 18:10:46,NCM,Factory_C,L3,Morning,3783.3,12.639,27.61,99.323,33,9.593,97.97,Normal
CELL-004521,2023-05-15 03:31:11,LFP,Factory_A,L3,Morning,3596.4,30.12,30.55,91.609,321,8.348,104.65,Defective
CELL-004522,2023-03-17 17:39:34,NCM,Factory_B,L1,Afternoon,3733.9,8.7,21.97,97.344,662,8.486,94.65,Normal
CELL-004523,2023-01-11 17:00:03,NCA,Factory_B,L1,Morning,3988.3,10.222,30.06,97.5,147,8.191,96.41,Normal
CELL-004524,2023-01-09 13:50:55,NCM,Factory_B,L4,Afternoon,3824.2,11.656,30.24,97.198,190,9.318,95.28,Normal
CELL-004525,2024-02-26 06:52:49,NCM,Factory_C,L1,Afternoon,3953.6,11.078,32.61,97.514,71,8.825,97.55,Normal
CELL-004526,2023-03-29 08:21:44,NCM,Factory_A,L2,Morning,3738.0,8.396,32.99,98.344,103,8.477,91.57,Normal
CELL-004527,2023-01-16 19:13:19,NCM,Factory_A,L1,Morning,3775.9,9.288,26.63,98.863,39,8.127,103.29,Normal
CELL-004528,2023-05-29 15:55:32,NCA,Factory_A,L1,Afternoon,3435.7,45.772,24.67,92.957,20,9.464,101.77,Defective
CELL-004529,2023-12-06 13:48:20,LFP,Factory_C,L1,Night,3883.1,8.982,29.48,97.678,6,7.82,96.74,Normal
CELL-004530,2023-06-19 04:38:07,LFP,Factory_C,L4,Morning,3917.2,10.482,29.59,95.401,333,8.494,91.82,Normal
CELL-004531,2023-02-13 06:14:55,NCA,Factory_B,L2,Morning,3815.3,8.744,23.78,98.06,25,9.698,98.08,Normal
CELL-004532,2023-11-01 17:15:07,LFP,Factory_A,L4,Afternoon,3822.0,10.978,29.54,97.098,77,7.776,97.73,Normal
CELL-004533,2024-12-25 10:08:18,NCM,Factory_C,L3,Afternoon,3914.3,11.741,30.48,96.637,104,8.096,92.61,Normal
CELL-004534,2024-02-13 18:18:42,NCM,Factory_B,L3,Morning,3924.5,10.988,32.81,95.592,294,8.266,92.46,Normal
CELL-004535,2023-12-02 13:20:03,NCM,Factory_A,L3,Afternoon,3831.3,10.286,29.31,98.331,7,8.639,103.44,Normal
